MES;CONTADOR;CONTADOR_TIPO;CONTADOR_SENTIDO;ZONA;NUMERO
01/01/2020;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Pamplona;Vías Verdes - Eurovelo;2064
01/01/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;503
01/01/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1412
01/01/2020;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1118
01/01/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;82
01/01/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;472
01/01/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;168
01/01/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;481
01/01/2020;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;875
01/01/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;256
01/01/2020;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;4122
01/01/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;114
01/01/2020;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;476
01/01/2020;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;41
01/01/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;1060
01/01/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;82
01/01/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;301
01/01/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;761
01/01/2020;Urederra;Peatones;Ida;Recursos turístico ;3226
01/01/2020;Las Roscas;Peatones;Vuelta;Recursos turístico ;106
01/01/2020;Xorroxin;Peatones;Vuelta;Recursos turístico ;1166
01/01/2020;Amaiur;Peatones;Ida;Recursos turístico ;3237
01/02/2020;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Pamplona;Vías Verdes - Eurovelo;2389
01/02/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;689
01/02/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1322
01/02/2020;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1695
01/02/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;220
01/02/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;665
01/02/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;314
01/02/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;437
01/02/2020;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;1263
01/02/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;356
01/02/2020;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;7114
01/02/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;207
01/02/2020;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;480
01/02/2020;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;44
01/02/2020;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;2
01/02/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;1150
01/02/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;78
01/02/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;265
01/02/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;887
01/02/2020;Urederra;Peatones;Ida;Recursos turístico ;5889
01/02/2020;Las Roscas;Peatones;Vuelta;Recursos turístico ;224
01/02/2020;Xorroxin;Peatones;Vuelta;Recursos turístico ;2243
01/02/2020;Amaiur;Peatones;Ida;Recursos turístico ;4326
01/03/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;622
01/03/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;36
01/03/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;247
01/03/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1055
01/03/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;577
01/03/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;554
01/03/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;197
01/03/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;47
01/03/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;55
01/03/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Tudela ;Vías Verdes - Eurovelo;119
01/03/2020;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;799
01/03/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;134
01/03/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;384
01/03/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3672
01/03/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;390
01/03/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;155
01/03/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;901
01/03/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;794
01/03/2020;Urederra;Peatones;Vuelta;Recursos turístico ;1454
01/03/2020;Las Roscas;Peatones;Ida;Recursos turístico ;139
01/03/2020;Xorroxin;Peatones;Ida;Recursos turístico ;361
01/03/2020;Amaiur;Peatones;Ida;Recursos turístico ;1569
01/04/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;945
01/04/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;87
01/04/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;87
01/04/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;341
01/04/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;286
01/04/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;112
01/04/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;88
01/04/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;38
01/04/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;22
01/04/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;16
01/04/2020;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;727
01/04/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;4
01/04/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;589
01/04/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;24
01/04/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;192
01/04/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;99
01/04/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;730
01/04/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;122
01/04/2020;Urederra;Peatones;Vuelta;Recursos turístico ;237
01/04/2020;Las Roscas;Peatones;Vuelta;Recursos turístico ;21
01/04/2020;Xorroxin;Peatones;Ida;Recursos turístico ;298
01/04/2020;Amaiur;Peatones;Ida;Recursos turístico ;186
01/05/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1730
01/05/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;143
01/05/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;1636
01/05/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;5248
01/05/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;3008
01/05/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;1628
01/05/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;136
01/05/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;486
01/05/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;94
01/05/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Tudela ;Vías Verdes - Eurovelo;564
01/05/2020;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;1750
01/05/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;369
01/05/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;1739
01/05/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4629
01/05/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;487
01/05/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;545
01/05/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;1238
01/05/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;792
01/05/2020;Urederra;Peatones;Ida;Recursos turístico ;1001
01/05/2020;Las Roscas;Peatones;Vuelta;Recursos turístico ;495
01/05/2020;Xorroxin;Peatones;Ida;Recursos turístico ;313
01/05/2020;Amaiur;Peatones;Ida;Recursos turístico ;1108
01/06/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;486
01/06/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;165
01/06/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;1494
01/06/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4370
01/06/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;2774
01/06/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2329
01/06/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;190
01/06/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;529
01/06/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;75
01/06/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Tudela ;Vías Verdes - Eurovelo;781
01/06/2020;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;4432
01/06/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;710
01/06/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;2329
01/06/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;11577
01/06/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;760
01/06/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;511
01/06/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;1224
01/06/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;707
01/06/2020;Urederra;Peatones;Ida;Recursos turístico ;2575
01/06/2020;Las Roscas;Peatones;Ida;Recursos turístico ;646
01/06/2020;Xorroxin;Peatones;Ida;Recursos turístico ;378
01/06/2020;Amaiur;Peatones;Ida;Recursos turístico ;3621
01/07/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2462
01/07/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;372
01/07/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;2499
01/07/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;5842
01/07/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;3664
01/07/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;2126
01/07/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;138
01/07/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;800
01/07/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;31
01/07/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Tudela ;Vías Verdes - Eurovelo;1296
01/07/2020;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;10543
01/07/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;699
01/07/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;4002
01/07/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;18191
01/07/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;2449
01/07/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;413
01/07/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;1215
01/07/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;2485
01/07/2020;Urederra;Peatones;Ida;Recursos turístico ;14106
01/07/2020;Las Roscas;Peatones;Ida;Recursos turístico ;800
01/07/2020;Xorroxin;Peatones;Ida;Recursos turístico ;617
01/07/2020;Amaiur;Peatones;Ida;Recursos turístico ;7937
01/07/2020;Aralar;Peatones;Ida;Recursos turístico ;7937
01/08/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2477
01/08/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;404
01/08/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;2972
01/08/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;6567
01/08/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;5350
01/08/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2430
01/08/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;137
01/08/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;1303
01/08/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;41
01/08/2020;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;566
01/08/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Tudela ;Vías Verdes - Eurovelo;1794
01/08/2020;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;14642
01/08/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;793
01/08/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;5928
01/08/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;29760
01/08/2020;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;3
01/08/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;2822
01/08/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;443
01/08/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;1210
01/08/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;2151
01/08/2020;Urederra;Peatones;Ida;Recursos turístico ;16068
01/08/2020;Las Roscas;Peatones;Ida;Recursos turístico ;1128
01/08/2020;Xorroxin;Peatones;Ida;Recursos turístico ;814
01/08/2020;Amaiur;Peatones;Vuelta;Recursos turístico ;10015
01/09/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2042
01/09/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;296
01/09/2020;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Pamplona;Vías Verdes - Eurovelo;4619
01/09/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;1545
01/09/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3525
01/09/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;1983
01/09/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1738
01/09/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;170
01/09/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;345
01/09/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;85
01/09/2020;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;944
01/09/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Tudela ;Vías Verdes - Eurovelo;850
01/09/2020;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;5070
01/09/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;615
01/09/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;1955
01/09/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;10853
01/09/2020;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;1864
01/09/2020;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;558
01/09/2020;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;6
01/09/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;1928
01/09/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;339
01/09/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;1124
01/09/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;1506
01/09/2020;Urederra;Peatones;Ida;Recursos turístico ;9136
01/09/2020;Las Roscas;Peatones;Ida;Recursos turístico ;492
01/09/2020;Xorroxin;Peatones;Vuelta;Recursos turístico ;541
01/09/2020;Amaiur;Peatones;Vuelta;Recursos turístico ;3242
01/10/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1301
01/10/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;177
01/10/2020;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Pamplona;Vías Verdes - Eurovelo;2402
01/10/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;598
01/10/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2321
01/10/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;1471
01/10/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1453
01/10/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;316
01/10/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;150
01/10/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;103
01/10/2020;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1054
01/10/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Tudela ;Vías Verdes - Eurovelo;456
01/10/2020;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;3259
01/10/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;466
01/10/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;805
01/10/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;7913
01/10/2020;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;1725
01/10/2020;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;135
01/10/2020;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;6
01/10/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;788
01/10/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;411
01/10/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;1054
01/10/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;1520
01/10/2020;Urederra;Peatones;Ida;Recursos turístico ;6127
01/10/2020;Las Roscas;Peatones;Ida;Recursos turístico ;353
01/10/2020;Xorroxin;Peatones;Vuelta;Recursos turístico ;619
01/10/2020;Amaiur;Peatones;Vuelta;Recursos turístico ;2080
01/11/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1109
01/11/2020;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;138
01/11/2020;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Pamplona;Vías Verdes - Eurovelo;2498
01/11/2020;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;932
01/11/2020;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3146
01/11/2020;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;2021
01/11/2020;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;1244
01/11/2020;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;294
01/11/2020;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;259
01/11/2020;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;97
01/11/2020;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;917
01/11/2020;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Tudela ;Vías Verdes - Eurovelo;532
01/11/2020;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;3305
01/11/2020;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;326
01/11/2020;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;753
01/11/2020;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;6626
01/11/2020;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;2369
01/11/2020;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;230
01/11/2020;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;8
01/11/2020;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;450
01/11/2020;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;350
01/11/2020;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;1069
01/11/2020;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;696
01/11/2020;Urederra;Peatones;Ida;Recursos turístico ;4763
01/11/2020;Las Roscas;Peatones;Ida;Recursos turístico ;354
01/11/2020;Xorroxin;Peatones;Vuelta;Recursos turístico ;695
01/12/2020;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;824
