MES;CONTADOR;CONTADOR_TIPO;CONTADOR_SENTIDO;ZONA;NUMERO
01/09/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;1470
01/09/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;419
01/09/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;324
01/09/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;11699
01/09/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;55
01/09/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1295
01/09/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;8185
01/09/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;435
01/09/2021;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;93
01/09/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;7119
01/09/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;224
01/09/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;371
01/09/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;3151
01/09/2021;Urederra;Peatones;Vuelta;Recursos turístico ;8692
01/09/2021;Las Roscas;Peatones;Vuelta;Recursos turístico ;2550
01/09/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;4832
01/09/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;3835
01/10/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;4125
01/10/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;946
01/10/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1149
01/10/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;2621
01/10/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;226
01/10/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;3751
01/10/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;298
01/10/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2843
01/10/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;836
01/10/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;588
01/10/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;645
01/10/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1416
01/10/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;363
01/10/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;13879
01/10/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;285
01/10/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;35
01/10/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1381
01/10/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;5228
01/10/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;303
01/10/2021;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;120
01/10/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;4302
01/10/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;141
01/10/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;347
01/10/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;2438
01/10/2021;Urederra;Peatones;Ida;Recursos turístico ;9496
01/10/2021;Las Roscas;Peatones;Ida;Recursos turístico ;3039
01/10/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;5787
01/10/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;5084
01/11/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2626
01/11/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;366
01/11/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1181
01/11/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1378
01/11/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;49
01/11/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2139
01/11/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;116
01/11/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1654
01/11/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Estella;Vías Verdes - Eurovelo;662
01/11/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;194
01/11/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;578
01/11/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1048
01/11/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;237
01/11/2021;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;6050
01/11/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;72
01/11/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;18
01/11/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1192
01/11/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;1408
01/11/2021;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;43
01/11/2021;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;82
01/11/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;1164
01/11/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;49
01/11/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;290
01/11/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;1237
01/11/2021;Urederra;Peatones;Ida;Recursos turístico ;5722
01/11/2021;Las Roscas;Peatones;Ida;Recursos turístico ;1771
01/11/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;1548
01/11/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;1818
01/12/2021;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2145
01/12/2021;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;316
01/12/2021;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;670
01/12/2021;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;1533
01/12/2021;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;61
01/12/2021;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2270
01/12/2021;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;143
01/12/2021;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1616
01/12/2021;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;753
01/12/2021;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Álava;Vías Verdes - Eurovelo;79
01/12/2021;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;402
01/12/2021;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1224
01/12/2021;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;284
01/12/2021;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;3717
01/12/2021;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;55
01/12/2021;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;21
01/12/2021;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1293
01/12/2021;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;567
01/12/2021;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;1
01/12/2021;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;442
01/12/2021;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;37
01/12/2021;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;295
01/12/2021;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;1198
01/12/2021;Urederra;Peatones;Vuelta;Recursos turístico ;3570
01/12/2021;Las Roscas;Peatones;Ida;Recursos turístico ;1672
01/12/2021;Xorroxin;Peatones;Vuelta;Recursos turístico ;1632
01/12/2021;Amaiur;Peatones;Vuelta;Recursos turístico ;1832
01/01/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2693
01/01/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;398
01/01/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;937
01/01/2022;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;2040
01/01/2022;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Pamplona;Vías Verdes - Eurovelo;96
01/01/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Gipuzkoa;Vías Verdes - Eurovelo;6135
01/01/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;175
01/01/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1508
01/01/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;741
01/01/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1278
01/01/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;309
01/01/2022;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;5433
01/01/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;137
01/01/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;19
01/01/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1121
01/01/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;776
01/01/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;624
01/01/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;46
01/01/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;364
01/01/2022;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;1383
01/01/2022;Urederra;Peatones;Ida;Recursos turístico ;4717
01/01/2022;Las Roscas;Peatones;Ida;Recursos turístico ;2102
01/01/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;1873
01/01/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;1356
01/02/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;2725
01/02/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;458
01/02/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1052
01/02/2022;Vía Verde Plazaola (Lekunberri);Peatones;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;488
01/02/2022;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;38
01/02/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2426
01/02/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;204
01/02/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;1828
01/02/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;606
01/02/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;1012
01/02/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;287
01/02/2022;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;5835
01/02/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;144
01/02/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;21
01/02/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;1063
01/02/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;571
01/02/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;630
01/02/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;62
01/02/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;340
01/02/2022;Monreal;Peatones;Santiago de Compostela;Camino de Santiago;383
01/02/2022;Urederra;Peatones;Ida;Recursos turístico ;4541
01/02/2022;Las Roscas;Peatones;Ida;Recursos turístico ;1100
01/02/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;1884
01/02/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;1732
01/03/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;3001
01/03/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;689
01/03/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1116
01/03/2022;Vía Verde Plazaola (Lekunberri);Bicicletas;Lekunberri - Gipuzkoa;Vías Verdes - Eurovelo;10
01/03/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2719
01/03/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;230
01/03/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2212
01/03/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;728
01/03/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;1112
01/03/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;337
01/03/2022;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;8869
01/03/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;246
01/03/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;22
01/03/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;1112
01/03/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;2330
01/03/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;1403
01/03/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;274
01/03/2022;Urederra;Peatones;Ida;Recursos turístico ;3986
01/03/2022;Las Roscas;Peatones;Vuelta;Recursos turístico ;13
01/03/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;2148
01/03/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;1953
01/03/2022;Bertiz;Peatones;Vuelta;Recursos turístico ;1208
01/03/2022;Castejón;Peatones;Vuelta;Recursos turístico ;4
01/03/2022;Izco;Peatones;Ida;Recursos turístico ;45
01/03/2022;Izco;Bicicletas;Vuelta;Recursos turístico ;31
01/03/2022;Izco;Coches;Vuelta;Recursos turístico ;25
01/04/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;3478
01/04/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1000
01/04/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1133
01/04/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3245
01/04/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;250
01/04/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;2750
01/04/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;883
01/04/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;1111
01/04/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;335
01/04/2022;Vía Verde Irati (Foz Lumbier);Peatones;Lumbier - Liédena;Vías Verdes - Eurovelo;14916
01/04/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Lumbier - Liédena;Vías Verdes - Eurovelo;340
01/04/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;33
01/04/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1174
01/04/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;7992
01/04/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;6383
01/04/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;149
01/04/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;245
01/04/2022;Urederra;Peatones;Vuelta;Recursos turístico ;7495
01/04/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;4733
01/04/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;5938
01/04/2022;Bertiz;Peatones;Vuelta;Recursos turístico ;7236
01/04/2022;Castejón;Peatones;Vuelta;Recursos turístico ;182
01/04/2022;Castejón;Bicicletas;Vuelta;Recursos turístico ;111
01/05/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;3731
01/05/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;1027
01/05/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1162
01/05/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4280
01/05/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;523
01/05/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4171
01/05/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;858
01/05/2022;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Estella;Vías Verdes - Eurovelo;1
01/05/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Tudela ;Vías Verdes - Eurovelo;1180
01/05/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;392
01/05/2022;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;9809
01/05/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;335
01/05/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;64
01/05/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu - Gipuzkoa;Vías Verdes - Eurovelo;1352
01/05/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;15944
01/05/2022;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;301
01/05/2022;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;175
01/05/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;9564
01/05/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;242
01/05/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;275
01/05/2022;Urederra;Peatones;Ida;Recursos turístico ;7207
01/05/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;3137
01/05/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;3056
01/05/2022;Bertiz;Peatones;Vuelta;Recursos turístico ;6107
01/05/2022;Castejón;Peatones;Vuelta;Recursos turístico ;162
01/05/2022;Castejón;Bicicletas;Vuelta;Recursos turístico ;172
01/05/2022;Isaba;Peatones;Ida;Recursos turístico ;4115
01/05/2022;Izco;Peatones;Vuelta;Recursos turístico ;880
01/05/2022;Izco;Bicicletas;Vuelta;Recursos turístico ;415
01/05/2022;Izco;Coches;Vuelta;Recursos turístico ;210
01/06/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1912
01/06/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;428
01/06/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Pamplona;Vías Verdes - Eurovelo;508
01/06/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3777
01/06/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;374
01/06/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3568
01/06/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;1472
01/06/2022;Via Verde Vasco-Navarro (Ancín);Bicicletas;Ancín - Estella;Vías Verdes - Eurovelo;29
01/06/2022;Via Verde Vasco-Navarro (Ancín);Coches;Ancín - Álava;Vías Verdes - Eurovelo;52
01/06/2022;Via Verde Tarazonica (Cascante);Peatones;Cascante - Aragón;Vías Verdes - Eurovelo;1593
01/06/2022;Via Verde Tarazonica (Cascante);Bicicletas;Cascante - Aragón;Vías Verdes - Eurovelo;365
01/06/2022;Vía Verde Irati (Foz Lumbier);Peatones;Liédena - Lumbier;Vías Verdes - Eurovelo;8964
01/06/2022;Vía Verde Irati (Foz Lumbier);Bicicletas;Liédena - Lumbier;Vías Verdes - Eurovelo;386
01/06/2022;Eurovelo 1-Ederbidea (Gaztelu);Bicicletas;Gaztelu -Pamplona;Vías Verdes - Eurovelo;34
01/06/2022;Eurovelo 1-Ederbidea (Gaztelu);Coches;Gaztelu -Pamplona;Vías Verdes - Eurovelo;1082
01/06/2022;Aurizberri-Espinal ;Peatones;Santiago de Compostela;Camino de Santiago;13984
01/06/2022;Aurizberri-Espinal ;Bicicletas;Santiago de Compostela;Camino de Santiago;392
01/06/2022;Aurizberri-Espinal ;Coches;Santiago de Compostela;Camino de Santiago;211
01/06/2022;Puente la Reina-Gares;Peatones;Santiago de Compostela;Camino de Santiago;5999
01/06/2022;Puente la Reina-Gares;Bicicletas;Santiago de Compostela;Camino de Santiago;190
01/06/2022;Puente la Reina-Gares;Coches;Santiago de Compostela;Camino de Santiago;372
01/06/2022;Urederra;Peatones;Vuelta;Recursos turístico ;7382
01/06/2022;Xorroxin;Peatones;Vuelta;Recursos turístico ;2862
01/06/2022;Amaiur;Peatones;Vuelta;Recursos turístico ;1866
01/06/2022;Bertiz;Peatones;Ida;Recursos turístico ;5263
01/06/2022;Castejón;Peatones;Vuelta;Recursos turístico ;144
01/06/2022;Castejón;Bicicletas;Ida;Recursos turístico ;147
01/06/2022;Isaba;Peatones;Ida;Recursos turístico ;2721
01/06/2022;Izco;Peatones;Vuelta;Recursos turístico ;845
01/06/2022;Izco;Bicicletas;Vuelta;Recursos turístico ;72
01/06/2022;Izco;Coches;Vuelta;Recursos turístico ;153
01/07/2022;Vía Verde Bidasoa (Doneztebe);Peatones;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;1608
01/07/2022;Vía Verde Bidasoa (Doneztebe);Bicicletas;Doneztebe - Pamplona;Vías Verdes - Eurovelo;537
01/07/2022;Vía Verde Bidasoa (Doneztebe);Coches;Doneztebe - Gipuzkoa;Vías Verdes - Eurovelo;383
01/07/2022;Via Verde Plazaola (Irurtzun);Peatones;Irurtzun - Pamplona;Vías Verdes - Eurovelo;4369
01/07/2022;Via Verde Plazaola (Irurtzun);Bicicletas;Irurtzun - Pamplona;Vías Verdes - Eurovelo;505
01/07/2022;Via Verde Plazaola (Irurtzun);Coches;Irurtzun - Pamplona;Vías Verdes - Eurovelo;3904
01/07/2022;Via Verde Vasco-Navarro (Ancín);Peatones;Ancín - Álava;Vías Verdes - Eurovelo;2020
