"MES";"CONTADOR";"CONTADOR_TIPO";"CONTADOR_SENTIDO";"ZONA";"NUMERO";"TRIMESTRE";"YEAR"
2022-02-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";4541;"2022-1";2022
2022-02-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";1100;"2022-1";2022
2022-02-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";1884;"2022-1";2022
2022-02-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";1732;"2022-1";2022
2022-03-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";3001;"2022-1";2022
2022-03-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";689;"2022-1";2022
2022-03-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1116;"2022-1";2022
2022-03-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";10;"2022-1";2022
2022-03-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2719;"2022-1";2022
2022-03-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";230;"2022-1";2022
2022-03-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2212;"2022-1";2022
2022-03-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";728;"2022-1";2022
2022-03-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Tudela ";"Vías Verdes - Eurovelo";1112;"2022-1";2022
2022-03-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";337;"2022-1";2022
2022-03-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";8869;"2022-1";2022
2022-03-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";246;"2022-1";2022
2022-03-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";22;"2022-1";2022
2022-03-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";1112;"2022-1";2022
2022-03-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";2330;"2022-1";2022
2022-03-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";1403;"2022-1";2022
2022-03-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";274;"2022-1";2022
2022-03-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";3986;"2022-1";2022
2022-03-01;"Las Roscas";"Peatones";"Vuelta";"Recursos turístico ";13;"2022-1";2022
2022-03-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";2148;"2022-1";2022
2022-03-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";1953;"2022-1";2022
2022-03-01;"Bertiz";"Peatones";"Vuelta";"Recursos turístico ";1208;"2022-1";2022
2022-03-01;"Castejón";"Peatones";"Vuelta";"Recursos turístico ";4;"2022-1";2022
2022-03-01;"Izco";"Peatones";"Ida";"Recursos turístico ";45;"2022-1";2022
2022-03-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";31;"2022-1";2022
2022-03-01;"Izco";"Coches";"Vuelta";"Recursos turístico ";25;"2022-1";2022
2022-04-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";3478;"2022-2";2022
2022-04-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";1000;"2022-2";2022
2022-04-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1133;"2022-2";2022
2022-04-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3245;"2022-2";2022
2022-04-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";250;"2022-2";2022
2022-04-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2750;"2022-2";2022
2022-04-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";883;"2022-2";2022
2022-04-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Tudela ";"Vías Verdes - Eurovelo";1111;"2022-2";2022
2022-04-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";335;"2022-2";2022
2022-04-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";14916;"2022-2";2022
2022-04-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";340;"2022-2";2022
2022-04-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";33;"2022-2";2022
2022-04-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";1174;"2022-2";2022
2022-04-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";7992;"2022-2";2022
2022-04-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";6383;"2022-2";2022
2022-04-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";149;"2022-2";2022
2022-04-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";245;"2022-2";2022
2022-04-01;"Urederra";"Peatones";"Vuelta";"Recursos turístico ";7495;"2022-2";2022
2022-04-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";4733;"2022-2";2022
2022-04-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";5938;"2022-2";2022
2022-04-01;"Bertiz";"Peatones";"Vuelta";"Recursos turístico ";7236;"2022-2";2022
2022-04-01;"Castejón";"Peatones";"Vuelta";"Recursos turístico ";182;"2022-2";2022
2022-04-01;"Castejón";"Bicicletas";"Vuelta";"Recursos turístico ";111;"2022-2";2022
2022-05-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";3731;"2022-2";2022
2022-05-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";1027;"2022-2";2022
2022-05-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1162;"2022-2";2022
2022-05-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";4280;"2022-2";2022
2022-05-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";523;"2022-2";2022
2022-05-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";4171;"2022-2";2022
2022-05-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";858;"2022-2";2022
2022-05-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";1;"2022-2";2022
2022-05-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Tudela ";"Vías Verdes - Eurovelo";1180;"2022-2";2022
2022-05-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";392;"2022-2";2022
2022-05-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";9809;"2022-2";2022
2022-05-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";335;"2022-2";2022
2022-05-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";64;"2022-2";2022
2022-05-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";1352;"2022-2";2022
2022-05-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";15944;"2022-2";2022
2022-05-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";301;"2022-2";2022
2022-05-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";175;"2022-2";2022
2022-05-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";9564;"2022-2";2022
2022-05-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";242;"2022-2";2022
2022-05-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";275;"2022-2";2022
2022-05-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";7207;"2022-2";2022
2022-05-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";3137;"2022-2";2022
2022-05-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";3056;"2022-2";2022
2022-05-01;"Bertiz";"Peatones";"Vuelta";"Recursos turístico ";6107;"2022-2";2022
2022-05-01;"Castejón";"Peatones";"Vuelta";"Recursos turístico ";162;"2022-2";2022
2022-05-01;"Castejón";"Bicicletas";"Vuelta";"Recursos turístico ";172;"2022-2";2022
2022-05-01;"Isaba";"Peatones";"Ida";"Recursos turístico ";4115;"2022-2";2022
2022-05-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";880;"2022-2";2022
2022-05-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";415;"2022-2";2022
2022-05-01;"Izco";"Coches";"Vuelta";"Recursos turístico ";210;"2022-2";2022
2022-06-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1912;"2022-2";2022
2022-06-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";428;"2022-2";2022
2022-06-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";508;"2022-2";2022
2022-06-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3777;"2022-2";2022
2022-06-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";374;"2022-2";2022
2022-06-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3568;"2022-2";2022
2022-06-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";1472;"2022-2";2022
2022-06-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";29;"2022-2";2022
2022-06-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Álava";"Vías Verdes - Eurovelo";52;"2022-2";2022
2022-06-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";1593;"2022-2";2022
2022-06-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";365;"2022-2";2022
2022-06-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";8964;"2022-2";2022
2022-06-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";386;"2022-2";2022
2022-06-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";34;"2022-2";2022
2022-06-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";1082;"2022-2";2022
2022-06-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";13984;"2022-2";2022
2022-06-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";392;"2022-2";2022
2022-06-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";211;"2022-2";2022
2022-06-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";5999;"2022-2";2022
2022-06-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";190;"2022-2";2022
2022-06-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";372;"2022-2";2022
2022-06-01;"Urederra";"Peatones";"Vuelta";"Recursos turístico ";7382;"2022-2";2022
2022-06-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";2862;"2022-2";2022
2022-06-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";1866;"2022-2";2022
2022-06-01;"Bertiz";"Peatones";"Ida";"Recursos turístico ";5263;"2022-2";2022
2022-06-01;"Castejón";"Peatones";"Vuelta";"Recursos turístico ";144;"2022-2";2022
2022-06-01;"Castejón";"Bicicletas";"Ida";"Recursos turístico ";147;"2022-2";2022
2022-06-01;"Isaba";"Peatones";"Ida";"Recursos turístico ";2721;"2022-2";2022
2022-06-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";845;"2022-2";2022
2022-06-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";72;"2022-2";2022
2022-06-01;"Izco";"Coches";"Vuelta";"Recursos turístico ";153;"2022-2";2022
2022-07-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1608;"2022-3";2022
2022-07-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";537;"2022-3";2022
2022-07-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";383;"2022-3";2022
2022-07-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";4369;"2022-3";2022
2022-07-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";505;"2022-3";2022
2022-07-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3904;"2022-3";2022
2022-07-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";2020;"2022-3";2022
2022-07-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";1286;"2022-3";2022
2022-07-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Álava";"Vías Verdes - Eurovelo";1255;"2022-3";2022
2022-07-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";920;"2022-3";2022
2022-07-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";197;"2022-3";2022
2022-07-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";13010;"2022-3";2022
2022-07-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";407;"2022-3";2022
2022-07-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";68;"2022-3";2022
2022-07-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";966;"2022-3";2022
2022-07-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";10012;"2022-3";2022
2022-07-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";179;"2022-3";2022
2022-07-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";221;"2022-3";2022
2022-07-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";5600;"2022-3";2022
2022-07-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";149;"2022-3";2022
2022-07-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";612;"2022-3";2022
2022-07-01;"Urederra";"Peatones";"Vuelta";"Recursos turístico ";10177;"2022-3";2022
2022-07-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";6396;"2022-3";2022
2022-07-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";6260;"2022-3";2022
2022-07-01;"Bertiz";"Peatones";"Vuelta";"Recursos turístico ";8664;"2022-3";2022
2022-07-01;"Castejón";"Peatones";"Vuelta";"Recursos turístico ";103;"2022-3";2022
2022-07-01;"Castejón";"Bicicletas";"Ida";"Recursos turístico ";88;"2022-3";2022
2022-07-01;"Isaba";"Peatones";"Ida";"Recursos turístico ";2753;"2022-3";2022
2022-07-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";1118;"2022-3";2022
2022-07-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";859;"2022-3";2022
2022-07-01;"Izco";"Coches";"Vuelta";"Recursos turístico ";233;"2022-3";2022
2022-08-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";4610;"2022-3";2022
2022-08-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";1208;"2022-3";2022
2022-08-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";912;"2022-3";2022
2022-08-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";4846;"2022-3";2022
2022-08-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";624;"2022-3";2022
2022-08-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";4075;"2022-3";2022
2022-08-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";1861;"2022-3";2022
2022-08-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";1368;"2022-3";2022
2022-08-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Álava";"Vías Verdes - Eurovelo";1152;"2022-3";2022
2022-08-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";721;"2022-3";2022
2022-08-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";345;"2022-3";2022
2022-08-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";23070;"2022-3";2022
2022-08-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";646;"2022-3";2022
2022-08-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";6;"2022-3";2022
2022-08-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";142;"2022-3";2022
2022-08-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";9606;"2022-3";2022
2022-08-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";74;"2022-3";2022
2022-08-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";116;"2022-3";2022
2022-08-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";7169;"2022-3";2022
2022-08-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";267;"2022-3";2022
2022-08-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";730;"2022-3";2022
2022-08-01;"Urederra";"Peatones";"Vuelta";"Recursos turístico ";12642;"2022-3";2022
2022-08-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";9503;"2022-3";2022
2022-08-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";7961;"2022-3";2022
2022-08-01;"Bertiz";"Peatones";"Vuelta";"Recursos turístico ";12361;"2022-3";2022
2022-08-01;"Castejón";"Peatones";"Vuelta";"Recursos turístico ";147;"2022-3";2022
2022-08-01;"Castejón";"Bicicletas";"Ida";"Recursos turístico ";138;"2022-3";2022
2022-08-01;"Isaba";"Peatones";"Ida";"Recursos turístico ";718;"2022-3";2022
2022-08-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";1005;"2022-3";2022
2022-08-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";837;"2022-3";2022
2022-08-01;"Izco";"Coches";"Vuelta";"Recursos turístico ";246;"2022-3";2022
2022-09-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";3037;"2022-3";2022
2022-09-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";578;"2022-3";2022
2022-09-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";630;"2022-3";2022
2022-09-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3488;"2022-3";2022
2022-09-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";366;"2022-3";2022
2022-09-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3321;"2022-3";2022
2022-09-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";635;"2022-3";2022
2022-09-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";503;"2022-3";2022
2022-09-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";599;"2022-3";2022
2022-09-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";769;"2022-3";2022
2022-09-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";293;"2022-3";2022
2022-09-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";10347;"2022-3";2022
2022-09-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";276;"2022-3";2022
2022-09-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";19;"2022-3";2022
2022-09-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";467;"2022-3";2022
2022-09-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";12140;"2022-3";2022
2022-09-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";52;"2022-3";2022
2022-09-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";110;"2022-3";2022
2022-09-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";5883;"2022-3";2022
2022-09-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";167;"2022-3";2022
2022-09-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";343;"2022-3";2022
2022-09-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";8143;"2022-3";2022
2022-09-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";3543;"2022-3";2022
2022-09-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";3031;"2022-3";2022
2022-09-01;"Bertiz";"Peatones";"Vuelta";"Recursos turístico ";6818;"2022-3";2022
2022-09-01;"Castejón";"Peatones";"Ida";"Recursos turístico ";180;"2022-3";2022
2022-09-01;"Castejón";"Bicicletas";"Vuelta";"Recursos turístico ";149;"2022-3";2022
2022-09-01;"Isaba";"Peatones";"Ida";"Recursos turístico ";386;"2022-3";2022
2022-09-01;"Izco";"Peatones";"Vuelta";"Recursos turístico ";956;"2022-3";2022
2022-09-01;"Izco";"Bicicletas";"Vuelta";"Recursos turístico ";1323;"2022-3";2022
2022-09-01;"Izco";"Coches";"Vuelta";"Recursos turístico ";158;"2022-3";2022
2022-10-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";3617;"2022-4";2022
2022-10-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";448;"2022-4";2022
2022-10-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";870;"2022-4";2022
2022-10-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";3938;"2022-4";2022
2022-10-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";317;"2022-4";2022
2022-10-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3192;"2022-4";2022
2022-10-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";160;"2022-4";2022
2022-10-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Estella";"Vías Verdes - Eurovelo";91;"2022-4";2022
2022-10-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";123;"2022-4";2022
2022-10-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";846;"2022-4";2022
