"MES";"CONTADOR";"CONTADOR_TIPO";"CONTADOR_SENTIDO";"ZONA";"NUMERO";"TRIMESTRE";"YEAR"
2020-07-01;"Aralar";"Peatones";"Ida";"Recursos turístico ";7937;"2020-3";2020
2020-08-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";2477;"2020-3";2020
2020-08-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";404;"2020-3";2020
2020-08-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";2972;"2020-3";2020
2020-08-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";6567;"2020-3";2020
2020-08-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";5350;"2020-3";2020
2020-08-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2430;"2020-3";2020
2020-08-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";137;"2020-3";2020
2020-08-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";1303;"2020-3";2020
2020-08-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Álava";"Vías Verdes - Eurovelo";41;"2020-3";2020
2020-08-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Tudela ";"Vías Verdes - Eurovelo";566;"2020-3";2020
2020-08-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Tudela ";"Vías Verdes - Eurovelo";1794;"2020-3";2020
2020-08-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";14642;"2020-3";2020
2020-08-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";793;"2020-3";2020
2020-08-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";5928;"2020-3";2020
2020-08-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";29760;"2020-3";2020
2020-08-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";3;"2020-3";2020
2020-08-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";2822;"2020-3";2020
2020-08-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";443;"2020-3";2020
2020-08-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";1210;"2020-3";2020
2020-08-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";2151;"2020-3";2020
2020-08-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";16068;"2020-3";2020
2020-08-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";1128;"2020-3";2020
2020-08-01;"Xorroxin";"Peatones";"Ida";"Recursos turístico ";814;"2020-3";2020
2020-08-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";10015;"2020-3";2020
2020-09-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";2042;"2020-3";2020
2020-09-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";296;"2020-3";2020
2020-09-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";4619;"2020-3";2020
2020-09-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";1545;"2020-3";2020
2020-09-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3525;"2020-3";2020
2020-09-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";1983;"2020-3";2020
2020-09-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";1738;"2020-3";2020
2020-09-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Estella";"Vías Verdes - Eurovelo";170;"2020-3";2020
2020-09-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";345;"2020-3";2020
2020-09-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";85;"2020-3";2020
2020-09-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";944;"2020-3";2020
2020-09-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Tudela ";"Vías Verdes - Eurovelo";850;"2020-3";2020
2020-09-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";5070;"2020-3";2020
2020-09-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";615;"2020-3";2020
2020-09-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";1955;"2020-3";2020
2020-09-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";10853;"2020-3";2020
2020-09-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";1864;"2020-3";2020
2020-09-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";558;"2020-3";2020
2020-09-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";6;"2020-3";2020
2020-09-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";1928;"2020-3";2020
2020-09-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";339;"2020-3";2020
2020-09-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";1124;"2020-3";2020
2020-09-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";1506;"2020-3";2020
2020-09-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";9136;"2020-3";2020
2020-09-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";492;"2020-3";2020
2020-09-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";541;"2020-3";2020
2020-09-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";3242;"2020-3";2020
2020-10-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1301;"2020-4";2020
2020-10-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";177;"2020-4";2020
2020-10-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";2402;"2020-4";2020
2020-10-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";598;"2020-4";2020
2020-10-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2321;"2020-4";2020
2020-10-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";1471;"2020-4";2020
2020-10-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";1453;"2020-4";2020
2020-10-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";316;"2020-4";2020
2020-10-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";150;"2020-4";2020
2020-10-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Álava";"Vías Verdes - Eurovelo";103;"2020-4";2020
2020-10-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";1054;"2020-4";2020
2020-10-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Tudela ";"Vías Verdes - Eurovelo";456;"2020-4";2020
2020-10-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";3259;"2020-4";2020
2020-10-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";466;"2020-4";2020
2020-10-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";805;"2020-4";2020
2020-10-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";7913;"2020-4";2020
2020-10-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";1725;"2020-4";2020
2020-10-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";135;"2020-4";2020
2020-10-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";6;"2020-4";2020
2020-10-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";788;"2020-4";2020
2020-10-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";411;"2020-4";2020
2020-10-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";1054;"2020-4";2020
2020-10-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";1520;"2020-4";2020
2020-10-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";6127;"2020-4";2020
2020-10-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";353;"2020-4";2020
2020-10-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";619;"2020-4";2020
2020-10-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";2080;"2020-4";2020
2020-11-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1109;"2020-4";2020
2020-11-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";138;"2020-4";2020
2020-11-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";2498;"2020-4";2020
2020-11-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";932;"2020-4";2020
2020-11-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3146;"2020-4";2020
2020-11-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";2021;"2020-4";2020
2020-11-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";1244;"2020-4";2020
2020-11-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";294;"2020-4";2020
2020-11-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";259;"2020-4";2020
2020-11-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";97;"2020-4";2020
2020-11-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";917;"2020-4";2020
2020-11-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Tudela ";"Vías Verdes - Eurovelo";532;"2020-4";2020
2020-11-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";3305;"2020-4";2020
2020-11-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";326;"2020-4";2020
2020-11-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";753;"2020-4";2020
2020-11-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";6626;"2020-4";2020
2020-11-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";2369;"2020-4";2020
2020-11-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";230;"2020-4";2020
2020-11-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";8;"2020-4";2020
2020-11-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";450;"2020-4";2020
2020-11-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";350;"2020-4";2020
2020-11-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";1069;"2020-4";2020
2020-11-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";696;"2020-4";2020
2020-11-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";4763;"2020-4";2020
2020-11-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";354;"2020-4";2020
2020-11-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";695;"2020-4";2020
2020-12-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";824;"2020-4";2020
2020-12-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";70;"2020-4";2020
2020-12-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";1745;"2020-4";2020
2020-12-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Pamplona";"Vías Verdes - Eurovelo";398;"2020-4";2020
2020-12-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2134;"2020-4";2020
2020-12-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";1325;"2020-4";2020
2020-12-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";1350;"2020-4";2020
2020-12-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Álava";"Vías Verdes - Eurovelo";282;"2020-4";2020
2020-12-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";101;"2020-4";2020
2020-12-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";55;"2020-4";2020
2020-12-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Tudela ";"Vías Verdes - Eurovelo";886;"2020-4";2020
2020-12-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";229;"2020-4";2020
2020-12-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Liédena - Lumbier";"Vías Verdes - Eurovelo";1147;"2020-4";2020
2020-12-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Liédena - Lumbier";"Vías Verdes - Eurovelo";327;"2020-4";2020
2020-12-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";574;"2020-4";2020
2020-12-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";3686;"2020-4";2020
2020-12-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";1554;"2020-4";2020
2020-12-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";136;"2020-4";2020
2020-12-01;"Aurizberri-Espinal ";"Coches";"Santiago de Compostela";"Camino de Santiago";7;"2020-4";2020
2020-12-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";192;"2020-4";2020
2020-12-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";449;"2020-4";2020
2020-12-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";970;"2020-4";2020
2020-12-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";591;"2020-4";2020
2020-12-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";1874;"2020-4";2020
2020-12-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";165;"2020-4";2020
2020-12-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";666;"2020-4";2020
2020-12-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";286;"2020-4";2020
2021-01-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";1960;"2021-1";2021
2021-01-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";359;"2021-1";2021
2021-01-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";988;"2021-1";2021
2021-01-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";1036;"2021-1";2021
2021-01-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";57;"2021-1";2021
2021-01-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";1477;"2021-1";2021
2021-01-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";102;"2021-1";2021
2021-01-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";1477;"2021-1";2021
2021-01-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Estella";"Vías Verdes - Eurovelo";518;"2021-1";2021
2021-01-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";221;"2021-1";2021
2021-01-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";627;"2021-1";2021
2021-01-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";2316;"2021-1";2021
2021-01-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";298;"2021-1";2021
2021-01-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";3637;"2021-1";2021
2021-01-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";145;"2021-1";2021
2021-01-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";3;"2021-1";2021
2021-01-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";3;"2021-1";2021
2021-01-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";245;"2021-1";2021
2021-01-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";39;"2021-1";2021
2021-01-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";639;"2021-1";2021
2021-01-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";46;"2021-1";2021
2021-01-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";290;"2021-1";2021
2021-01-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";1037;"2021-1";2021
2021-01-01;"Urederra";"Peatones";"Vuelta";"Recursos turístico ";1299;"2021-1";2021
2021-01-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";309;"2021-1";2021
2021-01-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";720;"2021-1";2021
2021-01-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";535;"2021-1";2021
2021-02-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";2801;"2021-1";2021
2021-02-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";789;"2021-1";2021
2021-02-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";976;"2021-1";2021
2021-02-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";1616;"2021-1";2021
2021-02-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";207;"2021-1";2021
2021-02-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";2240;"2021-1";2021
2021-02-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";261;"2021-1";2021
2021-02-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2075;"2021-1";2021
2021-02-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Estella";"Vías Verdes - Eurovelo";740;"2021-1";2021
2021-02-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";453;"2021-1";2021
2021-02-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";613;"2021-1";2021
2021-02-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";1395;"2021-1";2021
2021-02-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";392;"2021-1";2021
2021-02-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";7219;"2021-1";2021
2021-02-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";319;"2021-1";2021
2021-02-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";4;"2021-1";2021
2021-02-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu -Pamplona";"Vías Verdes - Eurovelo";730;"2021-1";2021
2021-02-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";199;"2021-1";2021
2021-02-01;"Aurizberri-Espinal ";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";56;"2021-1";2021
2021-02-01;"Puente la Reina-Gares";"Peatones";"Santiago de Compostela";"Camino de Santiago";711;"2021-1";2021
2021-02-01;"Puente la Reina-Gares";"Bicicletas";"Santiago de Compostela";"Camino de Santiago";61;"2021-1";2021
2021-02-01;"Puente la Reina-Gares";"Coches";"Santiago de Compostela";"Camino de Santiago";313;"2021-1";2021
2021-02-01;"Monreal";"Peatones";"Santiago de Compostela";"Camino de Santiago";982;"2021-1";2021
2021-02-01;"Urederra";"Peatones";"Ida";"Recursos turístico ";3186;"2021-1";2021
2021-02-01;"Las Roscas";"Peatones";"Ida";"Recursos turístico ";433;"2021-1";2021
2021-02-01;"Xorroxin";"Peatones";"Vuelta";"Recursos turístico ";2655;"2021-1";2021
2021-02-01;"Amaiur";"Peatones";"Vuelta";"Recursos turístico ";1627;"2021-1";2021
2021-03-01;"Vía Verde Bidasoa (Doneztebe)";"Peatones";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";3149;"2021-1";2021
2021-03-01;"Vía Verde Bidasoa (Doneztebe)";"Bicicletas";"Doneztebe - Pamplona";"Vías Verdes - Eurovelo";853;"2021-1";2021
2021-03-01;"Vía Verde Bidasoa (Doneztebe)";"Coches";"Doneztebe - Gipuzkoa";"Vías Verdes - Eurovelo";1226;"2021-1";2021
2021-03-01;"Vía Verde Plazaola (Lekunberri)";"Peatones";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";1579;"2021-1";2021
2021-03-01;"Vía Verde Plazaola (Lekunberri)";"Bicicletas";"Lekunberri - Gipuzkoa";"Vías Verdes - Eurovelo";226;"2021-1";2021
2021-03-01;"Via Verde Plazaola (Irurtzun)";"Peatones";"Irurtzun - Gipuzkoa";"Vías Verdes - Eurovelo";2267;"2021-1";2021
2021-03-01;"Via Verde Plazaola (Irurtzun)";"Bicicletas";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";278;"2021-1";2021
2021-03-01;"Via Verde Plazaola (Irurtzun)";"Coches";"Irurtzun - Pamplona";"Vías Verdes - Eurovelo";2388;"2021-1";2021
2021-03-01;"Via Verde Vasco-Navarro (Ancín)";"Peatones";"Ancín - Estella";"Vías Verdes - Eurovelo";1665;"2021-1";2021
2021-03-01;"Via Verde Vasco-Navarro (Ancín)";"Bicicletas";"Ancín - Álava";"Vías Verdes - Eurovelo";406;"2021-1";2021
2021-03-01;"Via Verde Vasco-Navarro (Ancín)";"Coches";"Ancín - Estella";"Vías Verdes - Eurovelo";762;"2021-1";2021
2021-03-01;"Via Verde Tarazonica (Cascante)";"Peatones";"Cascante - Aragón";"Vías Verdes - Eurovelo";1266;"2021-1";2021
2021-03-01;"Via Verde Tarazonica (Cascante)";"Bicicletas";"Cascante - Aragón";"Vías Verdes - Eurovelo";349;"2021-1";2021
2021-03-01;"Vía Verde Irati (Foz Lumbier)";"Peatones";"Lumbier - Liédena";"Vías Verdes - Eurovelo";7433;"2021-1";2021
2021-03-01;"Vía Verde Irati (Foz Lumbier)";"Bicicletas";"Lumbier - Liédena";"Vías Verdes - Eurovelo";309;"2021-1";2021
2021-03-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Bicicletas";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";4;"2021-1";2021
2021-03-01;"Eurovelo 1-Ederbidea (Gaztelu)";"Coches";"Gaztelu - Gipuzkoa";"Vías Verdes - Eurovelo";608;"2021-1";2021
2021-03-01;"Aurizberri-Espinal ";"Peatones";"Santiago de Compostela";"Camino de Santiago";314;"2021-1";2021
